age,animal.id,MouseID,Sex,Genotype,values,assay,experiment.date
73,22800,8788,F,fl/fl; +/+,22300,Body Weight,2019-08-06
73,22800,8788,F,fl/fl; +/+,1940,Total Fat Mass,2019-08-06
73,22800,8788,F,fl/fl; +/+,18620,Lean Mass,2019-08-06
94,22800,8788,F,fl/fl; +/+,22200,Body Weight,2019-08-27
94,22800,8788,F,fl/fl; +/+,2090,Total Fat Mass,2019-08-27
94,22800,8788,F,fl/fl; +/+,17960,Lean Mass,2019-08-27
94,22800,8788,F,fl/fl; +/+,17960,Lean Mass,2019-08-27
80,22800,8788,F,fl/fl; +/+,22000,Body Weight,2019-08-13
80,22800,8788,F,fl/fl; +/+,1750,Total Fat Mass,2019-08-13
80,22800,8788,F,fl/fl; +/+,18250,Lean Mass,2019-08-13
87,22800,8788,F,fl/fl; +/+,22800,Body Weight,2019-08-20
87,22800,8788,F,fl/fl; +/+,2030,Total Fat Mass,2019-08-20
87,22800,8788,F,fl/fl; +/+,18470,Lean Mass,2019-08-20
73,22801,8789,F,fl/fl; +/+,20400,Body Weight,2019-08-06
73,22801,8789,F,fl/fl; +/+,16610,Lean Mass,2019-08-06
73,22801,8789,F,fl/fl; +/+,1560,Total Fat Mass,2019-08-06
94,22801,8789,F,fl/fl; +/+,20300,Body Weight,2019-08-27
94,22801,8789,F,fl/fl; +/+,2130,Total Fat Mass,2019-08-27
94,22801,8789,F,fl/fl; +/+,16080,Lean Mass,2019-08-27
80,22801,8789,F,fl/fl; +/+,20600,Body Weight,2019-08-13
80,22801,8789,F,fl/fl; +/+,1900,Total Fat Mass,2019-08-13
80,22801,8789,F,fl/fl; +/+,16470,Lean Mass,2019-08-13
87,22801,8789,F,fl/fl; +/+,1930,Total Fat Mass,2019-08-20
87,22801,8789,F,fl/fl; +/+,16950,Lean Mass,2019-08-20
87,22801,8789,F,fl/fl; +/+,21100,Body Weight,2019-08-20
101,22801,8789,F,fl/fl; +/+,20200,Body Weight,2019-09-03
101,22801,8789,F,fl/fl; +/+,2320,Total Fat Mass,2019-09-03
101,22801,8789,F,fl/fl; +/+,15510,Lean Mass,2019-09-03
109,22801,8789,F,fl/fl; +/+,24500,Body Weight,2019-09-11
109,22801,8789,F,fl/fl; +/+,2920,Total Fat Mass,2019-09-11
109,22801,8789,F,fl/fl; +/+,16450,Lean Mass,2019-09-11
114,22801,8789,F,fl/fl; +/+,22100,Body Weight,2019-09-16
114,22801,8789,F,fl/fl; +/+,3230,Total Fat Mass,2019-09-16
114,22801,8789,F,fl/fl; +/+,16520,Lean Mass,2019-09-16
73,22802,8790,F,fl/fl; +/+,20800,Body Weight,2019-08-06
73,22802,8790,F,fl/fl; +/+,2010,Total Fat Mass,2019-08-06
73,22802,8790,F,fl/fl; +/+,17230,Lean Mass,2019-08-06
94,22802,8790,F,fl/fl; +/+,22500,Body Weight,2019-08-27
94,22802,8790,F,fl/fl; +/+,3420,Total Fat Mass,2019-08-27
94,22802,8790,F,fl/fl; +/+,16710,Lean Mass,2019-08-27
80,22802,8790,F,fl/fl; +/+,20700,Body Weight,2019-08-13
80,22802,8790,F,fl/fl; +/+,2060,Total Fat Mass,2019-08-13
80,22802,8790,F,fl/fl; +/+,17130,Lean Mass,2019-08-13
87,22802,8790,F,fl/fl; +/+,21400,Body Weight,2019-08-20
87,22802,8790,F,fl/fl; +/+,2160,Total Fat Mass,2019-08-20
87,22802,8790,F,fl/fl; +/+,17190,Lean Mass,2019-08-20
101,22802,8790,F,fl/fl; +/+,24200,Body Weight,2019-09-03
101,22802,8790,F,fl/fl; +/+,5560,Total Fat Mass,2019-09-03
101,22802,8790,F,fl/fl; +/+,16400,Lean Mass,2019-09-03
109,22802,8790,F,fl/fl; +/+,21600,Body Weight,2019-09-11
109,22802,8790,F,fl/fl; +/+,27100,Body Weight,2019-09-11
109,22802,8790,F,fl/fl; +/+,6940,Total Fat Mass,2019-09-11
109,22802,8790,F,fl/fl; +/+,15650,Lean Mass,2019-09-11
114,22802,8790,F,fl/fl; +/+,24600,Body Weight,2019-09-16
114,22802,8790,F,fl/fl; +/+,6120,Total Fat Mass,2019-09-16
114,22802,8790,F,fl/fl; +/+,16750,Lean Mass,2019-09-16
68,22952,8821,M,fl/fl; +/+,24700,Body Weight,2019-08-06
68,22952,8821,M,fl/fl; +/+,1560,Total Fat Mass,2019-08-06
68,22952,8821,M,fl/fl; +/+,21370,Lean Mass,2019-08-06
89,22952,8821,M,fl/fl; +/+,25300,Body Weight,2019-08-27
89,22952,8821,M,fl/fl; +/+,2070,Total Fat Mass,2019-08-27
89,22952,8821,M,fl/fl; +/+,20860,Lean Mass,2019-08-27
75,22952,8821,M,fl/fl; +/+,25300,Body Weight,2019-08-13
75,22952,8821,M,fl/fl; +/+,1210,Total Fat Mass,2019-08-13
75,22952,8821,M,fl/fl; +/+,21700,Lean Mass,2019-08-13
82,22952,8821,M,fl/fl; +/+,25600,Body Weight,2019-08-20
82,22952,8821,M,fl/fl; +/+,1170,Total Fat Mass,2019-08-20
82,22952,8821,M,fl/fl; +/+,21960,Lean Mass,2019-08-20
96,22952,8821,M,fl/fl; +/+,25700,Body Weight,2019-09-03
96,22952,8821,M,fl/fl; +/+,2610,Total Fat Mass,2019-09-03
96,22952,8821,M,fl/fl; +/+,20560,Lean Mass,2019-09-03
104,22952,8821,M,fl/fl; +/+,3290,Total Fat Mass,2019-09-11
104,22952,8821,M,fl/fl; +/+,21300,Lean Mass,2019-09-11
109,22952,8821,M,fl/fl; +/+,27400,Body Weight,2019-09-16
109,22952,8821,M,fl/fl; +/+,3670,Total Fat Mass,2019-09-16
109,22952,8821,M,fl/fl; +/+,21580,Lean Mass,2019-09-16
68,22953,8822,M,fl/fl; +/+,22000,Body Weight,2019-08-06
68,22953,8822,M,fl/fl; +/+,1540,Total Fat Mass,2019-08-06
68,22953,8822,M,fl/fl; +/+,18590,Lean Mass,2019-08-06
89,22953,8822,M,fl/fl; +/+,23300,Body Weight,2019-08-27
89,22953,8822,M,fl/fl; +/+,2890,Total Fat Mass,2019-08-27
89,22953,8822,M,fl/fl; +/+,18530,Lean Mass,2019-08-27
75,22953,8822,M,fl/fl; +/+,23900,Body Weight,2019-08-13
75,22953,8822,M,fl/fl; +/+,1650,Total Fat Mass,2019-08-13
75,22953,8822,M,fl/fl; +/+,19760,Lean Mass,2019-08-13
82,22953,8822,M,fl/fl; +/+,23000,Body Weight,2019-08-20
82,22953,8822,M,fl/fl; +/+,1160,Total Fat Mass,2019-08-20
82,22953,8822,M,fl/fl; +/+,19660,Lean Mass,2019-08-20
96,22953,8822,M,fl/fl; +/+,24400,Body Weight,2019-09-03
96,22953,8822,M,fl/fl; +/+,3330,Total Fat Mass,2019-09-03
96,22953,8822,M,fl/fl; +/+,18750,Lean Mass,2019-09-03
109,22953,8822,M,fl/fl; +/+,24900,Body Weight,2019-09-16
109,22953,8822,M,fl/fl; +/+,3850,Total Fat Mass,2019-09-16
109,22953,8822,M,fl/fl; +/+,18950,Lean Mass,2019-09-16
68,22954,8823,M,fl/fl; +/+,23600,Body Weight,2019-08-06
68,22954,8823,M,fl/fl; +/+,1550,Total Fat Mass,2019-08-06
68,22954,8823,M,fl/fl; +/+,20370,Lean Mass,2019-08-06
89,22954,8823,M,fl/fl; +/+,24100,Body Weight,2019-08-27
89,22954,8823,M,fl/fl; +/+,2140,Total Fat Mass,2019-08-27
89,22954,8823,M,fl/fl; +/+,19850,Lean Mass,2019-08-27
75,22954,8823,M,fl/fl; +/+,24000,Body Weight,2019-08-13
75,22954,8823,M,fl/fl; +/+,1310,Total Fat Mass,2019-08-13
75,22954,8823,M,fl/fl; +/+,20820,Lean Mass,2019-08-13
82,22954,8823,M,fl/fl; +/+,24100,Body Weight,2019-08-20
82,22954,8823,M,fl/fl; +/+,930,Total Fat Mass,2019-08-20
82,22954,8823,M,fl/fl; +/+,20990,Lean Mass,2019-08-20
96,22954,8823,M,fl/fl; +/+,24700,Body Weight,2019-09-03
96,22954,8823,M,fl/fl; +/+,2810,Total Fat Mass,2019-09-03
96,22954,8823,M,fl/fl; +/+,19760,Lean Mass,2019-09-03
104,22954,8823,M,fl/fl; +/+,25200,Body Weight,2019-09-11
104,22954,8823,M,fl/fl; +/+,4440,Total Fat Mass,2019-09-11
104,22954,8823,M,fl/fl; +/+,18020,Lean Mass,2019-09-11
109,22954,8823,M,fl/fl; +/+,25200,Body Weight,2019-09-16
109,22954,8823,M,fl/fl; +/+,3630,Total Fat Mass,2019-09-16
109,22954,8823,M,fl/fl; +/+,19480,Lean Mass,2019-09-16
68,22955,8824,M,fl/fl; +/+,23100,Body Weight,2019-08-06
68,22955,8824,M,fl/fl; +/+,1590,Total Fat Mass,2019-08-06
68,22955,8824,M,fl/fl; +/+,19640,Lean Mass,2019-08-06
89,22955,8824,M,fl/fl; +/+,24800,Body Weight,2019-08-27
89,22955,8824,M,fl/fl; +/+,3640,Total Fat Mass,2019-08-27
89,22955,8824,M,fl/fl; +/+,19190,Lean Mass,2019-08-27
75,22955,8824,M,fl/fl; +/+,24200,Body Weight,2019-08-13
75,22955,8824,M,fl/fl; +/+,1530,Total Fat Mass,2019-08-13
75,22955,8824,M,fl/fl; +/+,20420,Lean Mass,2019-08-13
82,22955,8824,M,fl/fl; +/+,23800,Body Weight,2019-08-20
82,22955,8824,M,fl/fl; +/+,1530,Total Fat Mass,2019-08-20
82,22955,8824,M,fl/fl; +/+,20460,Lean Mass,2019-08-20
96,22955,8824,M,fl/fl; +/+,25700,Body Weight,2019-09-03
96,22955,8824,M,fl/fl; +/+,4710,Total Fat Mass,2019-09-03
96,22955,8824,M,fl/fl; +/+,18850,Lean Mass,2019-09-03
104,22955,8824,M,fl/fl; +/+,26800,Body Weight,2019-09-11
104,22955,8824,M,fl/fl; +/+,5600,Total Fat Mass,2019-09-11
104,22955,8824,M,fl/fl; +/+,18900,Lean Mass,2019-09-11
109,22955,8824,M,fl/fl; +/+,27200,Body Weight,2019-09-16
109,22955,8824,M,fl/fl; +/+,5670,Total Fat Mass,2019-09-16
109,22955,8824,M,fl/fl; +/+,19350,Lean Mass,2019-09-16
68,22956,8825,M,fl/fl; +/+,24400,Body Weight,2019-08-06
68,22956,8825,M,fl/fl; +/+,1460,Total Fat Mass,2019-08-06
68,22956,8825,M,fl/fl; +/+,21300,Lean Mass,2019-08-06
89,22956,8825,M,fl/fl; +/+,24900,Body Weight,2019-08-27
89,22956,8825,M,fl/fl; +/+,2310,Total Fat Mass,2019-08-27
89,22956,8825,M,fl/fl; +/+,20720,Lean Mass,2019-08-27
75,22956,8825,M,fl/fl; +/+,24800,Body Weight,2019-08-13
75,22956,8825,M,fl/fl; +/+,1250,Total Fat Mass,2019-08-13
75,22956,8825,M,fl/fl; +/+,21550,Lean Mass,2019-08-13
82,22956,8825,M,fl/fl; +/+,24400,Body Weight,2019-08-20
82,22956,8825,M,fl/fl; +/+,1080,Total Fat Mass,2019-08-20
82,22956,8825,M,fl/fl; +/+,21330,Lean Mass,2019-08-20
68,22957,8826,M,fl/fl; +/+,21500,Body Weight,2019-08-06
68,22957,8826,M,fl/fl; +/+,2140,Total Fat Mass,2019-08-06
68,22957,8826,M,fl/fl; +/+,17330,Lean Mass,2019-08-06
89,22957,8826,M,fl/fl; +/+,21600,Body Weight,2019-08-27
89,22957,8826,M,fl/fl; +/+,530,Total Fat Mass,2019-08-27
89,22957,8826,M,fl/fl; +/+,18990,Lean Mass,2019-08-27
75,22957,8826,M,fl/fl; +/+,26300,Body Weight,2019-08-13
75,22957,8826,M,fl/fl; +/+,1650,Total Fat Mass,2019-08-13
75,22957,8826,M,fl/fl; +/+,22520,Lean Mass,2019-08-13
82,22957,8826,M,fl/fl; +/+,22100,Body Weight,2019-08-20
82,22957,8826,M,fl/fl; +/+,670,Total Fat Mass,2019-08-20
82,22957,8826,M,fl/fl; +/+,19400,Lean Mass,2019-08-20
68,22958,8827,F,fl/fl; +/+,21100,Body Weight,2019-08-06
68,22958,8827,F,fl/fl; +/+,2230,Total Fat Mass,2019-08-06
68,22958,8827,F,fl/fl; +/+,17010,Lean Mass,2019-08-06
89,22958,8827,F,fl/fl; +/+,20600,Body Weight,2019-08-27
89,22958,8827,F,fl/fl; +/+,2550,Total Fat Mass,2019-08-27
89,22958,8827,F,fl/fl; +/+,16150,Lean Mass,2019-08-27
75,22958,8827,F,fl/fl; +/+,20400,Body Weight,2019-08-13
75,22958,8827,F,fl/fl; +/+,2190,Total Fat Mass,2019-08-13
75,22958,8827,F,fl/fl; +/+,16950,Lean Mass,2019-08-13
82,22958,8827,F,fl/fl; +/+,21000,Body Weight,2019-08-20
82,22958,8827,F,fl/fl; +/+,1880,Total Fat Mass,2019-08-20
82,22958,8827,F,fl/fl; +/+,17090,Lean Mass,2019-08-20
96,22958,8827,F,fl/fl; +/+,21400,Body Weight,2019-09-03
96,22958,8827,F,fl/fl; +/+,3130,Total Fat Mass,2019-09-03
96,22958,8827,F,fl/fl; +/+,16500,Lean Mass,2019-09-03
104,22958,8827,F,fl/fl; +/+,23000,Body Weight,2019-09-11
104,22958,8827,F,fl/fl; +/+,4270,Total Fat Mass,2019-09-11
104,22958,8827,F,fl/fl; +/+,16680,Lean Mass,2019-09-11
109,22958,8827,F,fl/fl; +/+,23400,Body Weight,2019-09-16
109,22958,8827,F,fl/fl; +/+,3060,Total Fat Mass,2019-09-16
109,22958,8827,F,fl/fl; +/+,18060,Lean Mass,2019-09-16
68,22959,8828,F,fl/fl; +/+,18800,Body Weight,2019-08-06
68,22959,8828,F,fl/fl; +/+,1680,Total Fat Mass,2019-08-06
68,22959,8828,F,fl/fl; +/+,15540,Lean Mass,2019-08-06
89,22959,8828,F,fl/fl; +/+,20000,Body Weight,2019-08-27
89,22959,8828,F,fl/fl; +/+,3460,Total Fat Mass,2019-08-27
89,22959,8828,F,fl/fl; +/+,14760,Lean Mass,2019-08-27
75,22959,8828,F,fl/fl; +/+,20000,Body Weight,2019-08-13
75,22959,8828,F,fl/fl; +/+,1830,Total Fat Mass,2019-08-13
75,22959,8828,F,fl/fl; +/+,16050,Lean Mass,2019-08-13
82,22959,8828,F,fl/fl; +/+,19300,Body Weight,2019-08-20
82,22959,8828,F,fl/fl; +/+,1860,Total Fat Mass,2019-08-20
82,22959,8828,F,fl/fl; +/+,15480,Lean Mass,2019-08-20
96,22959,8828,F,fl/fl; +/+,20000,Body Weight,2019-09-03
96,22959,8828,F,fl/fl; +/+,3460,Total Fat Mass,2019-09-03
96,22959,8828,F,fl/fl; +/+,15020,Lean Mass,2019-09-03
109,22959,8828,F,fl/fl; +/+,20800,Body Weight,2019-09-16
109,22959,8828,F,fl/fl; +/+,2930,Total Fat Mass,2019-09-16
109,22959,8828,F,fl/fl; +/+,15920,Lean Mass,2019-09-16
68,22960,8829,F,fl/fl; +/+,21100,Body Weight,2019-08-06
68,22960,8829,F,fl/fl; +/+,2070,Total Fat Mass,2019-08-06
68,22960,8829,F,fl/fl; +/+,17190,Lean Mass,2019-08-06
89,22960,8829,F,fl/fl; +/+,21700,Body Weight,2019-08-27
89,22960,8829,F,fl/fl; +/+,1850,Total Fat Mass,2019-08-27
89,22960,8829,F,fl/fl; +/+,17370,Lean Mass,2019-08-27
75,22960,8829,F,fl/fl; +/+,21500,Body Weight,2019-08-13
75,22960,8829,F,fl/fl; +/+,1750,Total Fat Mass,2019-08-13
75,22960,8829,F,fl/fl; +/+,17620,Lean Mass,2019-08-13
82,22960,8829,F,fl/fl; +/+,21800,Body Weight,2019-08-20
82,22960,8829,F,fl/fl; +/+,1740,Total Fat Mass,2019-08-20
82,22960,8829,F,fl/fl; +/+,17810,Lean Mass,2019-08-20
96,22960,8829,F,fl/fl; +/+,21900,Body Weight,2019-09-03
96,22960,8829,F,fl/fl; +/+,1860,Total Fat Mass,2019-09-03
96,22960,8829,F,fl/fl; +/+,17940,Lean Mass,2019-09-03
109,22960,8829,F,fl/fl; +/+,23100,Body Weight,2019-09-16
109,22960,8829,F,fl/fl; +/+,3760,Total Fat Mass,2019-09-16
109,22960,8829,F,fl/fl; +/+,17190,Lean Mass,2019-09-16
69,22961,8830,M,fl/fl; +/+,25300,Body Weight,2019-08-06
69,22961,8830,M,fl/fl; +/+,1910,Total Fat Mass,2019-08-06
69,22961,8830,M,fl/fl; +/+,21300,Lean Mass,2019-08-06
90,22961,8830,M,fl/fl; +/+,25800,Body Weight,2019-08-27
90,22961,8830,M,fl/fl; +/+,3500,Total Fat Mass,2019-08-27
90,22961,8830,M,fl/fl; +/+,19820,Lean Mass,2019-08-27
76,22961,8830,M,fl/fl; +/+,25400,Body Weight,2019-08-13
76,22961,8830,M,fl/fl; +/+,1850,Total Fat Mass,2019-08-13
76,22961,8830,M,fl/fl; +/+,21500,Lean Mass,2019-08-13
83,22961,8830,M,fl/fl; +/+,24800,Body Weight,2019-08-20
83,22961,8830,M,fl/fl; +/+,1830,Total Fat Mass,2019-08-20
83,22961,8830,M,fl/fl; +/+,20460,Lean Mass,2019-08-20
97,22961,8830,M,fl/fl; +/+,27100,Body Weight,2019-09-03
97,22961,8830,M,fl/fl; +/+,4540,Total Fat Mass,2019-09-03
97,22961,8830,M,fl/fl; +/+,19950,Lean Mass,2019-09-03
105,22961,8830,M,fl/fl; +/+,29100,Body Weight,2019-09-11
105,22961,8830,M,fl/fl; +/+,6660,Total Fat Mass,2019-09-11
105,22961,8830,M,fl/fl; +/+,19680,Lean Mass,2019-09-11
110,22961,8830,M,fl/fl; +/+,30100,Body Weight,2019-09-16
110,22961,8830,M,fl/fl; +/+,7660,Total Fat Mass,2019-09-16
110,22961,8830,M,fl/fl; +/+,19910,Lean Mass,2019-09-16
69,22962,8831,M,fl/fl; +/+,25100,Body Weight,2019-08-06
69,22962,8831,M,fl/fl; +/+,1960,Total Fat Mass,2019-08-06
69,22962,8831,M,fl/fl; +/+,1960,Total Fat Mass,2019-08-06
69,22962,8831,M,fl/fl; +/+,21530,Lean Mass,2019-08-06
90,22962,8831,M,fl/fl; +/+,25800,Body Weight,2019-08-27
90,22962,8831,M,fl/fl; +/+,3270,Total Fat Mass,2019-08-27
90,22962,8831,M,fl/fl; +/+,20320,Lean Mass,2019-08-27
76,22962,8831,M,fl/fl; +/+,25500,Body Weight,2019-08-13
76,22962,8831,M,fl/fl; +/+,1860,Total Fat Mass,2019-08-13
76,22962,8831,M,fl/fl; +/+,21390,Lean Mass,2019-08-13
83,22962,8831,M,fl/fl; +/+,25100,Body Weight,2019-08-20
83,22962,8831,M,fl/fl; +/+,1670,Total Fat Mass,2019-08-20
83,22962,8831,M,fl/fl; +/+,21040,Lean Mass,2019-08-20
97,22962,8831,M,fl/fl; +/+,26500,Body Weight,2019-09-03
97,22962,8831,M,fl/fl; +/+,3770,Total Fat Mass,2019-09-03
97,22962,8831,M,fl/fl; +/+,20310,Lean Mass,2019-09-03
105,22962,8831,M,fl/fl; +/+,27200,Body Weight,2019-09-11
105,22962,8831,M,fl/fl; +/+,4250,Total Fat Mass,2019-09-11
105,22962,8831,M,fl/fl; +/+,20500,Lean Mass,2019-09-11
110,22962,8831,M,fl/fl; +/+,27500,Body Weight,2019-09-16
110,22962,8831,M,fl/fl; +/+,4230,Total Fat Mass,2019-09-16
110,22962,8831,M,fl/fl; +/+,21430,Lean Mass,2019-09-16
69,22963,8832,F,fl/fl; +/+,18100,Body Weight,2019-08-06
69,22963,8832,F,fl/fl; +/+,3700,Total Fat Mass,2019-08-06
69,22963,8832,F,fl/fl; +/+,13250,Lean Mass,2019-08-06
90,22963,8832,F,fl/fl; +/+,18400,Body Weight,2019-08-27
90,22963,8832,F,fl/fl; +/+,4300,Total Fat Mass,2019-08-27
90,22963,8832,F,fl/fl; +/+,12570,Lean Mass,2019-08-27
76,22963,8832,F,fl/fl; +/+,18600,Body Weight,2019-08-13
76,22963,8832,F,fl/fl; +/+,4030,Total Fat Mass,2019-08-13
76,22963,8832,F,fl/fl; +/+,13040,Lean Mass,2019-08-13
83,22963,8832,F,fl/fl; +/+,18400,Body Weight,2019-08-20
83,22963,8832,F,fl/fl; +/+,4190,Total Fat Mass,2019-08-20
83,22963,8832,F,fl/fl; +/+,12870,Lean Mass,2019-08-20
97,22963,8832,F,fl/fl; +/+,19900,Body Weight,2019-09-03
97,22963,8832,F,fl/fl; +/+,4660,Total Fat Mass,2019-09-03
97,22963,8832,F,fl/fl; +/+,13350,Lean Mass,2019-09-03
105,22963,8832,F,fl/fl; +/+,20300,Body Weight,2019-09-11
105,22963,8832,F,fl/fl; +/+,5050,Total Fat Mass,2019-09-11
105,22963,8832,F,fl/fl; +/+,13650,Lean Mass,2019-09-11
110,22963,8832,F,fl/fl; +/+,20300,Body Weight,2019-09-16
110,22963,8832,F,fl/fl; +/+,6650,Total Fat Mass,2019-09-16
110,22963,8832,F,fl/fl; +/+,13920,Lean Mass,2019-09-16
69,22964,8833,F,fl/fl; +/+,20200,Body Weight,2019-08-06
69,22964,8833,F,fl/fl; +/+,2200,Total Fat Mass,2019-08-06
69,22964,8833,F,fl/fl; +/+,16340,Lean Mass,2019-08-06
90,22964,8833,F,fl/fl; +/+,21000,Body Weight,2019-08-27
90,22964,8833,F,fl/fl; +/+,2840,Total Fat Mass,2019-08-27
90,22964,8833,F,fl/fl; +/+,15800,Lean Mass,2019-08-27
76,22964,8833,F,fl/fl; +/+,20700,Body Weight,2019-08-13
76,22964,8833,F,fl/fl; +/+,2200,Total Fat Mass,2019-08-13
76,22964,8833,F,fl/fl; +/+,16870,Lean Mass,2019-08-13
83,22964,8833,F,fl/fl; +/+,21300,Body Weight,2019-08-20
83,22964,8833,F,fl/fl; +/+,2230,Total Fat Mass,2019-08-20
83,22964,8833,F,fl/fl; +/+,16790,Lean Mass,2019-08-20
97,22964,8833,F,fl/fl; +/+,21500,Body Weight,2019-09-03
97,22964,8833,F,fl/fl; +/+,3490,Total Fat Mass,2019-09-03
97,22964,8833,F,fl/fl; +/+,15810,Lean Mass,2019-09-03
105,22964,8833,F,fl/fl; +/+,21600,Body Weight,2019-09-11
105,22964,8833,F,fl/fl; +/+,4040,Total Fat Mass,2019-09-11
105,22964,8833,F,fl/fl; +/+,15480,Lean Mass,2019-09-11
110,22964,8833,F,fl/fl; +/+,21900,Body Weight,2019-09-16
110,22964,8833,F,fl/fl; +/+,3680,Total Fat Mass,2019-09-16
110,22964,8833,F,fl/fl; +/+,15880,Lean Mass,2019-09-16
69,22965,8834,F,fl/fl; +/+,20000,Body Weight,2019-08-06
69,22965,8834,F,fl/fl; +/+,2520,Total Fat Mass,2019-08-06
69,22965,8834,F,fl/fl; +/+,15830,Lean Mass,2019-08-06
90,22965,8834,F,fl/fl; +/+,21500,Body Weight,2019-08-27
90,22965,8834,F,fl/fl; +/+,3940,Total Fat Mass,2019-08-27
90,22965,8834,F,fl/fl; +/+,15590,Lean Mass,2019-08-27
76,22965,8834,F,fl/fl; +/+,20600,Body Weight,2019-08-13
76,22965,8834,F,fl/fl; +/+,2350,Total Fat Mass,2019-08-13
76,22965,8834,F,fl/fl; +/+,16620,Lean Mass,2019-08-13
83,22965,8834,F,fl/fl; +/+,21200,Body Weight,2019-08-20
83,22965,8834,F,fl/fl; +/+,2420,Total Fat Mass,2019-08-20
83,22965,8834,F,fl/fl; +/+,16800,Lean Mass,2019-08-20
97,22965,8834,F,fl/fl; +/+,22700,Body Weight,2019-09-03
97,22965,8834,F,fl/fl; +/+,4810,Total Fat Mass,2019-09-03
97,22965,8834,F,fl/fl; +/+,15750,Lean Mass,2019-09-03
105,22965,8834,F,fl/fl; +/+,22800,Body Weight,2019-09-11
105,22965,8834,F,fl/fl; +/+,5340,Total Fat Mass,2019-09-11
105,22965,8834,F,fl/fl; +/+,15580,Lean Mass,2019-09-11
110,22965,8834,F,fl/fl; +/+,24400,Body Weight,2019-09-16
110,22965,8834,F,fl/fl; +/+,16070,Lean Mass,2019-09-16
